Protein.IDs	Majority.protein.IDs	Fasta.headers	Sample.1_Tr_1	Sample.1_Tr_2	Sample.1_Tr_3	Sample.2_Tr_1	Sample.2_Tr_2	Sample.2_Tr_3	Sample.3_Tr_1	Sample.3_Tr_2	Sample.3_Tr_3	Sample.4_Tr_1	Sample.4_Tr_2	Sample.4_Tr_3	Sample.5_Tr_1	Sample.5_Tr_2	Sample.5_Tr_3	Sample.6_Tr_1	Sample.6_Tr_2	Sample.6_Tr_3	Sample.7_Tr_1	Sample.7_Tr_2	Sample.7_Tr_3	Sample.8_Tr_1	Sample.8_Tr_2	Sample.8_Tr_3	Sample.9_Tr_1	Sample.9_Tr_2	Sample.9_Tr_3
sp|P38077|ATPG_YEAST	sp|P38077|ATPG_YEAST	sp|P38077|ATPG_YEAST ATP synthase subunit gamma, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP3 PE=1 SV=1	25.2161567305871	25.157922956813	24.6311202018473	24.5800340123515	24.273696587155	23.4221386997704	25.027661715718	25.0534542995476	24.6574187689513	24.2256010933299	24.2784545628559	23.7938215702423	24.5112314663402	23.8212367944061	24.7299301997255	24.4699825714116	24.9543802202398	25.2051217567614	24.6573097258281	23.3132672453018	24.1527496489207	24.7231742940287	24.7350022807886	24.33824128508	24.4217535874201	24.0549864605008	24.5289805568788
sp|P38081|YBQ6_YEAST	sp|P38081|YBQ6_YEAST	sp|P38081|YBQ6_YEAST Uncharacterized glycosyl hydrolase YBR056W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBR056W PE=1 SV=1	24.6883250206314	NA	NA	21.9064649330862	21.6427991412178	21.1283644354912	NA	22.1335473815437	NA	NA	NA	NA	NA	NA	NA	24.8274043463455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.1600332752128
sp|P38088|SYG_YEAST	sp|P38088|SYG_YEAST	sp|P38088|SYG_YEAST Glycine--tRNA ligase 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRS1 PE=1 SV=3	25.5616245083903	NA	24.4098932808092	26.1511630576452	23.9961065673061	24.1716538812686	24.0478501424001	24.6299537592227	25.9241784036675	22.9318931391956	25.4380308760058	23.9874583275205	25.9421246476984	25.2476056708523	26.2934070970292	25.754655523506	24.0047889828533	25.5302612978508	24.5736924854777	26.2534245276561	26.0808889130933	26.1329083730058	25.3087270315837	24.8165083206774	24.5766937724509	24.491366265079	25.9978730713324
sp|P38115|ARA1_YEAST	sp|P38115|ARA1_YEAST	sp|P38115|ARA1_YEAST D-arabinose dehydrogenase [NAD(P)+] heavy chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARA1 PE=1 SV=1	24.5542646974918	22.4723894002303	22.4633617240564	22.7923526327062	NA	NA	22.4472557938259	25.2126361979225	24.789450064811	22.6022276507246	24.7158631473559	NA	22.7125295192968	22.6659638780843	22.5767398973643	24.7499590137938	NA	NA	24.5103261796233	22.800591081661	22.6709414546795	NA	22.9951923063972	22.782347993766	25.1804069709644	24.7470415304115	25.0138453713713
sp|P38116|ARL1_YEAST	sp|P38116|ARL1_YEAST	sp|P38116|ARL1_YEAST ADP-ribosylation factor-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARL1 PE=1 SV=4	21.5571196204035	20.6312090350138	21.1007239281551	21.4132291727458	NA	21.9233579552513	NA	21.8683101431053	NA	NA	20.4159645318268	NA	21.3041864134505	21.125214169935	21.196645346794	21.5134500330155	NA	20.7888330138248	NA	NA	NA	21.5005248706164	NA	21.6526349380552	NA	21.42100874525	21.4316567450624
sp|P38137|FAT2_YEAST	sp|P38137|FAT2_YEAST	sp|P38137|FAT2_YEAST Peroxisomal-coenzyme A synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PCS60 PE=1 SV=1	24.2420541155744	24.4897137283138	23.7530747112217	24.3473948267971	23.430457656301	23.4720918657624	24.3986523726302	23.0844658565231	23.0620876523515	23.7323131932609	23.806758854484	NA	23.7631418399334	23.6582908173592	22.6202636845688	23.2898241560293	25.0919644271194	24.6294535663958	22.9776230181173	23.3481381183266	23.6582908173592	23.8590858155227	24.0260580176867	23.9227048893832	22.6721507910718	23.8605073301129	23.7301375728811
sp|P38145|RISA_YEAST	sp|P38145|RISA_YEAST	sp|P38145|RISA_YEAST Riboflavin synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIB5 PE=1 SV=1	22.7977644180519	22.4632868793005	NA	22.598643200648	22.7956061025435	NA	22.2902180121718	22.580103039171	22.3555769300414	22.7957448070257	22.5398337424401	NA	NA	NA	22.7661382185354	22.7121096490821	NA	22.5074133401864	22.8559915520594	NA	22.656393438061	NA	22.9015939084132	NA	22.6992869210093	22.6420278880941	22.5237265714495
sp|P38197|PLPHP_YEAST	sp|P38197|PLPHP_YEAST	sp|P38197|PLPHP_YEAST Pyridoxal phosphate homeostasis protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBL036C PE=1 SV=1	22.5294810747361	NA	21.4010378225914	23.2938981794957	21.7032851546285	NA	NA	NA	22.5353551224475	21.2362548266121	NA	22.5325043211492	NA	21.9195078604604	21.1259078188086	NA	NA	NA	NA	NA	21.7074198003597	NA	20.8511756162325	NA	21.1301884425434	23.2180061976004	NA
sp|P38205|NCL1_YEAST	sp|P38205|NCL1_YEAST	sp|P38205|NCL1_YEAST Multisite-specific tRNA:(cytosine-C(5))-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NCL1 PE=1 SV=1	21.5109901120877	21.6650530720397	21.7460779774186	21.9702505641488	21.9530838306576	NA	21.826599690239	22.0103833177402	22.8862115806252	21.8707575273953	21.8773635260642	21.8271814142993	21.8986264798959	21.9902314087027	21.8987002788136	22.1831058936244	NA	22.4366210699737	22.1932197294993	NA	21.9948989301311	21.7233409736015	22.2738672933603	21.8954865311862	22.0691048812252	22.9410590722716	22.1387742597042
sp|P38216|YBM6_YEAST	sp|P38216|YBM6_YEAST	sp|P38216|YBM6_YEAST Uncharacterized protein YBR016W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YBR016W PE=1 SV=1	19.2163669494496	NA	NA	NA	NA	20.5189335602606	NA	NA	NA	NA	19.2300626663511	19.4526595201606	NA	20.2072908254849	20.2564943533795	19.7271692984255	19.6004864480802	NA	NA	NA	NA	20.3036291516563	20.3412581972774	20.2801409394838	20.5841697869207	20.5156651932318	20.6222985314807
sp|P38219|OLA1_YEAST	sp|P38219|OLA1_YEAST	sp|P38219|OLA1_YEAST Obg-like ATPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OLA1 PE=1 SV=1	25.7434762470118	25.0956307443172	24.1560719632425	25.9358227496408	24.9852012676063	NA	27.796745065856	25.6597339890394	28.2739099667557	28.0969278381579	25.0480580924475	27.7138460695191	28.0122795227254	24.9439584591303	25.9270757007994	28.5312954852219	24.1906150289898	25.8167768448696	28.0236914191629	25.6865629338292	27.9453099613829	26.2986075811887	26.2665658142311	25.9431983811489	24.2620552630481	25.328207598053	25.9688409595704
sp|P38221|CDS1_YEAST	sp|P38221|CDS1_YEAST	sp|P38221|CDS1_YEAST Phosphatidate cytidylyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDS1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	25.0425163900007	NA	NA	NA	20.644208367255	NA	NA	NA	NA	NA	NA	19.2028747131215	22.7219444371058	NA	NA	22.8442950693727	NA	NA	NA	NA	NA
sp|P38248|ECM33_YEAST	sp|P38248|ECM33_YEAST	sp|P38248|ECM33_YEAST Cell wall protein ECM33 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECM33 PE=1 SV=3	24.6563825263673	24.5214518765028	24.4368243702563	24.5349872106134	25.0451440606147	NA	24.5060939809273	25.4523365203378	24.6830858496025	24.3292346466056	24.4927113783694	NA	24.5359957771475	24.5748475656362	24.6677945927507	25.2299702852085	NA	25.1541799545405	24.5738080351186	24.5257587891858	24.4814225311669	25.1413728181006	25.0397584493288	25.060109437965	25.118148358923	24.9869377808647	25.0603156285699
sp|P38249|EIF3A_YEAST	sp|P38249|EIF3A_YEAST	sp|P38249|EIF3A_YEAST Eukaryotic translation initiation factor 3 subunit A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPG1 PE=1 SV=1	25.3976409509832	24.7768578835156	24.7891017620178	24.7027674897443	24.5849725903347	24.128332966862	25.2207021688437	24.7352089262148	25.2145642904793	24.4735169946579	25.039130908667	24.2751185220631	24.4385385767248	23.8314209087182	23.4622636116329	25.1440211805532	23.0796892004481	24.8562385774939	24.9650356219461	24.6083437204976	24.7660269778945	25.0076145237636	25.4465113853996	24.5057306426847	24.490999198236	24.6658988395756	25.6430359433634
sp|P38250|IST2_YEAST	sp|P38250|IST2_YEAST	sp|P38250|IST2_YEAST Increased sodium tolerance protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IST2 PE=1 SV=2	20.9663477273722	NA	NA	NA	NA	NA	NA	21.4592895227006	NA	NA	NA	20.9898157861788	NA	20.5503710346217	NA	NA	21.4789196817798	20.9835670371212	NA	NA	NA	NA	NA	NA	NA	NA	20.0018204911446
sp|P38260|FES1_YEAST	sp|P38260|FES1_YEAST	sp|P38260|FES1_YEAST Hsp70 nucleotide exchange factor FES1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FES1 PE=1 SV=1	NA	NA	NA	NA	NA	21.347489448808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P38264|PHO88_YEAST	sp|P38264|PHO88_YEAST	sp|P38264|PHO88_YEAST SRP-independent targeting protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PHO88 PE=1 SV=1	23.6969972312692	NA	22.9446377193437	21.6996893611775	21.4715462264824	NA	21.5959148705742	NA	22.0171631843496	NA	21.9906815313596	NA	21.8140551144642	23.4521165374308	21.9009861748332	NA	23.335790500163	NA	22.0641454119942	22.1109203729438	NA	21.1076359751101	21.67059574372	23.1251353250926	22.7214855779014	22.8809167336127	23.2927754595629
sp|P38281|APD1_YEAST	sp|P38281|APD1_YEAST	sp|P38281|APD1_YEAST Actin patches distal protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APD1 PE=1 SV=1	21.149171545911	22.2570989008917	21.4882186947134	NA	NA	NA	21.0204564287219	21.1354587964708	21.206575616824	22.2216095404839	21.2865284331043	21.1179423467901	NA	NA	NA	21.7304071134283	21.3133502916523	NA	21.3824762710968	21.0407953848662	NA	NA	NA	NA	NA	NA	21.5765784537153
sp|P38295|MCFS2_YEAST	sp|P38295|MCFS2_YEAST	sp|P38295|MCFS2_YEAST Medium-chain fatty acid ethyl ester synthase/esterase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EHT1 PE=1 SV=1	NA	NA	NA	21.0789403995932	21.0587395843682	22.1145468353107	NA	NA	NA	22.68690484014	NA	NA	NA	21.758981143723	NA	NA	NA	NA	22.133421954341	NA	NA	NA	NA	21.932361833469	22.4362143834428	22.2176512837937	22.9158662525474
sp|P38328|ARPC1_YEAST	sp|P38328|ARPC1_YEAST	sp|P38328|ARPC1_YEAST Actin-related protein 2/3 complex subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARC40 PE=1 SV=1	NA	NA	NA	24.6531599680996	NA	NA	NA	NA	24.6943425824488	NA	NA	NA	24.7926306545462	NA	24.9545577171693	24.8782526487112	NA	22.3079423109063	24.280225914699	24.3792138823709	24.7942183237796	24.8851597516743	24.5501596318035	NA	21.4733807388531	21.2593708847007	21.4255232629655
sp|P38426|TPS3_YEAST	sp|P38426|TPS3_YEAST	sp|P38426|TPS3_YEAST Trehalose synthase complex regulatory subunit TPS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPS3 PE=1 SV=3	22.6164321800533	22.0183183733188	22.7286645775791	22.4262145828908	22.1149915625155	20.0901641208251	22.1270106642267	22.4457160843293	NA	22.3148443090877	22.1550220117558	22.2697647592288	22.4008815204255	22.0892267496205	22.1212033914487	NA	22.5682511864927	22.9146442555497	22.4629125972673	NA	NA	22.3479759782877	21.9246269599053	22.0213039860204	22.4775616419002	NA	22.6220974107256
sp|P38427|TSL1_YEAST	sp|P38427|TSL1_YEAST	sp|P38427|TSL1_YEAST Trehalose synthase complex regulatory subunit TSL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TSL1 PE=1 SV=1	27.354137980185	20.5698741461313	27.1129693310635	NA	NA	NA	27.198542460846	27.7894873779804	27.5847002606738	27.173885251569	27.1674870568864	NA	27.1728367466535	21.0895823759139	NA	NA	27.5288017584103	27.575136191233	27.3169996065177	NA	27.2357145105271	27.2437254576375	27.2792342256251	27.2568290449117	21.0239789990086	27.1841393957191	27.2635603475562
sp|P38431|IF5_YEAST	sp|P38431|IF5_YEAST	sp|P38431|IF5_YEAST Eukaryotic translation initiation factor 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIF5 PE=1 SV=1	24.8525287474343	23.9296737883608	24.8055785748646	23.8532905163338	24.3930316455099	22.3511344268484	24.9000740941803	24.2981006148613	24.6946082672511	24.2363716251096	23.9952440724871	22.8100977458654	23.1696522493952	24.4060046125764	24.9595630042586	25.121076886414	23.7270238413683	25.0132490579805	24.7471439981867	22.4700322373108	23.8984604185273	24.7885542591064	25.0188616717613	24.900258399382	23.9729867954118	21.9104231477533	23.6222091479399
sp|P51996|YPT32_YEAST;sp|P38555|YPT31_YEAST	sp|P51996|YPT32_YEAST;sp|P38555|YPT31_YEAST	sp|P51996|YPT32_YEAST GTP-binding protein YPT32/YPT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPT32 PE=1 SV=3;sp|P38555|YPT31_YEAST GTP-binding protein YPT31/YPT8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559	21.8486565576095	22.9063364757612	23.672388220219	NA	22.2049650997939	NA	22.0361736125535	23.3865340429589	21.9871807260109	22.2737819427825	22.1194313107212	23.4879979847737	21.988186777443	21.993690281232	21.9361059161277	23.4439218915808	21.9829058649549	22.0992476311855	21.9051431112114	NA	21.7232159657273	23.2047860424277	22.1058471403603	22.2274385003396	21.9281742460843	23.0115439460448	23.226674423261
sp|P38616|YGP1_YEAST	sp|P38616|YGP1_YEAST	sp|P38616|YGP1_YEAST Protein YGP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGP1 PE=1 SV=2	23.6206440388695	23.8301639108483	22.2177104421585	23.7469390553579	23.1728596312579	22.0245878024577	23.6734669514199	22.7789040890727	24.061840523843	22.2751753703191	23.1087847701602	23.6915765561562	NA	23.1100601371465	21.884386680556	NA	24.0320416900143	24.2038904220942	23.3803373994892	22.9754029893241	23.8154825865134	21.7224656909289	23.3677304086386	23.7847658240945	23.9017780195723	23.5695265227311	23.5533274260339
sp|P38624|PSB1_YEAST	sp|P38624|PSB1_YEAST	sp|P38624|PSB1_YEAST Proteasome subunit beta type-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRE3 PE=1 SV=2	NA	NA	21.9946227567837	NA	NA	NA	NA	NA	22.5793665827716	NA	NA	NA	NA	NA	NA	NA	22.8492294572852	22.6242189393597	22.2858232415089	NA	NA	21.9003966128335	23.0913107639834	NA	22.5784224482669	NA	22.5971887333906
sp|P38625|GUAA_YEAST	sp|P38625|GUAA_YEAST	sp|P38625|GUAA_YEAST GMP synthase [glutamine-hydrolyzing] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GUA1 PE=1 SV=4	25.3623890658439	24.2310330440344	23.9303056585593	25.0126951176198	25.0453107353734	24.4971048192703	23.4638855286569	24.8492390036859	NA	25.0014855090094	25.279057066536	22.7918758991521	24.2435075662724	24.2923542142319	24.4068480472926	25.0700144552887	25.0556485129605	24.8752086413606	24.5170719792715	24.3919179746318	24.2486555223769	24.4917332385525	24.5238461929446	24.4856662071595	24.5564882798243	25.3534314281855	25.217340662574
sp|P38628|AGM1_YEAST	sp|P38628|AGM1_YEAST	sp|P38628|AGM1_YEAST Phosphoacetylglucosamine mutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PCM1 PE=1 SV=2	23.261983553177	23.0680224785928	23.1125120490109	23.8862301901621	24.1232891245882	21.2683089762915	22.6563497907909	24.3344271518845	23.093327289956	23.7079884414348	24.1373520459869	21.0306617485433	23.7710243345488	21.3879016262268	24.1865404691576	23.1695452137643	22.0733610082015	24.650368554702	23.0903418294355	NA	23.2824900760911	22.858990998064	22.6466931760819	23.4627628572616	23.2751185220631	23.993863007367	24.7900469597474
sp|P38631|FKS1_YEAST;sp|P40989|FKS2_YEAST	sp|P38631|FKS1_YEAST	sp|P38631|FKS1_YEAST 1,3-beta-glucan synthase component FKS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FKS1 PE=1 SV=2	21.9874583275205	NA	22.4745694467266	NA	NA	NA	22.2206357533851	22.8627788441281	NA	22.3131565093978	NA	NA	NA	NA	NA	22.7075461844138	22.3741405648292	NA	NA	NA	22.1380242557671	NA	NA	NA	23.0803725489257	23.2229511093473	NA
sp|P38689|KPR3_YEAST;sp|P38063|KPR4_YEAST	sp|P38689|KPR3_YEAST	sp|P38689|KPR3_YEAST Ribose-phosphate pyrophosphokinase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRS3 PE=1 SV=1	23.2912302916581	NA	NA	NA	NA	NA	23.459139406157	NA	22.7923526327062	NA	22.4100486097328	NA	22.1688569378861	NA	23.3192068282768	NA	NA	20.2060986139958	22.1931294717417	22.1802248393286	22.1987447724158	NA	22.7242365465269	NA	23.2080950116447	21.8907823081088	23.2109061383245
sp|P38701|RS20_YEAST	sp|P38701|RS20_YEAST	sp|P38701|RS20_YEAST 40S ribosomal protein S20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS20 PE=1 SV=3	26.8407416256092	26.4573868913582	26.6582635738238	27.5605608264669	26.8042742267607	25.8944414450966	26.6356105241455	27.0637340948023	27.3231988308416	26.7184262653414	26.715548983008	26.5873497075786	27.4282226519177	26.693784485052	27.3525393327303	27.3345805928992	26.9660924446586	27.071222236892	26.4188780439148	26.1006116542951	27.1938513757448	27.483545929505	27.2581778203294	26.7105655754937	27.3139764456191	27.2326988998425	27.1073925364966
sp|P38707|SYNC_YEAST	sp|P38707|SYNC_YEAST	sp|P38707|SYNC_YEAST Asparagine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DED81 PE=1 SV=1	25.9678301148956	26.5387065109099	26.3912952544982	26.858990998064	25.9539141868736	25.8591332219152	25.8324353773049	26.292038199497	25.8201413631694	26.5914931277266	26.2861265161387	24.4724637742605	26.253749113755	26.0617581382655	26.4299471033306	26.9083904216849	25.975328637916	26.2012002202646	26.2100180275447	26.0133981594369	26.6470501530727	24.0958721524178	26.4586701912568	26.098143433036	26.0282731835365	26.0902287446707	26.703322123585
sp|P38708|YHI0_YEAST	sp|P38708|YHI0_YEAST	sp|P38708|YHI0_YEAST Putative proline--tRNA ligase YHR020W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHR020W PE=1 SV=1	25.9843104937983	24.3643943875413	24.1655333013046	25.1092870804864	24.3199647815097	24.2902461406394	25.1340646535208	23.321823525646	25.3211697961116	25.3120902414839	25.0641454119942	23.3987176012972	25.9787361161671	24.2762550617897	25.7880314487941	25.4212399443205	24.6113864310539	25.1974554872249	25.878673620892	24.8020812500421	25.8839021356939	25.3823839162379	25.3953871733347	25.313613240229	22.3578870047035	22.8319813700303	24.3019421231342
sp|P38715|GRE3_YEAST	sp|P38715|GRE3_YEAST	sp|P38715|GRE3_YEAST NADPH-dependent aldose reductase GRE3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRE3 PE=1 SV=1	25.1371956732313	24.4286060415136	24.7664819990252	25.2349840320098	25.2349109638115	24.4861574210018	25.0491389497785	24.9000740941803	24.1944526865969	24.7380988585837	24.8833894591649	24.0249597225772	25.1649965130726	24.3621883802839	24.2423449228805	25.1587705358397	24.7725856112112	25.4641037244569	25.1036960062022	23.5196535278582	24.0529984782731	24.5825628386622	25.1774444791195	24.5890370871168	24.8815703184077	24.7793149862456	25.0754517289129
sp|P38720|6PGD1_YEAST;sp|P53319|6PGD2_YEAST	sp|P38720|6PGD1_YEAST	sp|P38720|6PGD1_YEAST 6-phosphogluconate dehydrogenase, decarboxylating 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GND1 PE=1 SV=1	28.9083331525647	28.3222104627654	28.0719382399757	28.6211822366464	28.7940199606498	28.0850699348207	28.9479311680851	28.9023359630119	28.5247355667401	28.3978693985035	28.8396609101424	27.9646060664871	28.5101676960272	28.6840495737805	28.8407116166641	29.3929252288286	27.8390000741589	29.3497374300157	29.1079910823664	28.706553244848	28.793709963648	28.2424085291656	28.6317308194308	28.527497349274	29.0743904134401	28.854747468818	29.3388363335689
sp|P38754|RL14B_YEAST;sp|P36105|RL14A_YEAST	sp|P38754|RL14B_YEAST;sp|P36105|RL14A_YEAST	sp|P38754|RL14B_YEAST 60S ribosomal protein L14-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL14B PE=1 SV=1;sp|P36105|RL14A_YEAST 60S ribosomal protein L14-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN	25.9236571783382	25.2804029303237	23.4740742708024	25.4006405214046	23.7558272659275	23.5510989628635	25.5091182463331	23.8729566291321	26.4537655922017	25.2791279327822	26.0201978246213	23.7361384645201	25.9438243568165	NA	26.7031900872474	27.0271765741354	23.7150252236844	26.4174461682653	26.4414227317012	26.3195341751154	26.4831768672657	26.5624108372738	26.1168801251919	25.6146754752545	24.0007551501339	25.2047860424277	25.3132326412448
sp|P38760|MIP6_YEAST	sp|P38760|MIP6_YEAST	sp|P38760|MIP6_YEAST RNA-binding protein MIP6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MIP6 PE=1 SV=1	23.2604050335537	23.4492222117236	23.2443644158631	23.004737558125	23.2271152863452	23.1656406349883	23.2785254587031	24.051754596856	NA	22.7297642797367	22.6220750622443	23.0624665005317	22.9156656971789	23.1174668218704	22.9349909076263	23.7078831544404	23.5562543798496	23.3147890026898	22.6184276247023	22.8921173471849	23.0328992810215	22.9546464574455	23.2501601835465	23.3396010354548	23.5738080351186	23.5191735893837	21.1049518905389
sp|P38764|RPN1_YEAST	sp|P38764|RPN1_YEAST	sp|P38764|RPN1_YEAST 26S proteasome regulatory subunit RPN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN1 PE=1 SV=3	24.5393131360162	24.1078115446781	23.2238349782926	24.9376421365861	24.213860093839	22.6637943461995	24.8981374666932	24.9141515162468	21.9516617906313	23.7237992431574	23.5466316832549	24.2971911254375	23.9656081636778	23.7434505655428	24.0177578824287	23.9047206072014	24.110999998467	23.181848035447	24.3344953499058	NA	23.3873231915104	23.2018134297915	22.1484269290991	24.1162455900051	24.4053554809385	23.1551610198053	24.3266313688418
